    Time, Position (x), Position (y), Position(z), Orientation (x), Orientation (y), Orientation (z)
 [seconds], [m], [m], [m], [rad], [rad], [rad]
34.14,6380809.875,-90.117,7151.371,-0.011,-0.5317,-0.0452
34.15,6380808.886,-90.1755,7153.043,-0.011,-0.5321,-0.0452
34.16,6380807.895,-90.2339,7154.7147,-0.011,-0.5326,-0.0452
34.17,6380806.904,-90.2924,7156.3863,-0.011,-0.533,-0.0452
34.18,6380805.912,-90.3508,7158.0577,-0.011,-0.5334,-0.0452
34.19,6380804.919,-90.4093,7159.7289,-0.011,-0.5339,-0.0452
34.2,6380803.925,-90.4678,7161.4,-0.011,-0.5343,-0.0452
34.21,6380802.931,-90.5264,7163.0708,-0.0109,-0.5347,-0.0452
34.22,6380801.935,-90.5849,7164.7415,-0.0109,-0.5352,-0.0452
34.23,6380800.939,-90.6434,7166.412,-0.0109,-0.5356,-0.0452
34.24,6380799.942,-90.702,7168.0823,-0.0109,-0.536,-0.0452
34.25,6380798.943,-90.7606,7169.7524,-0.0109,-0.5365,-0.0452
34.26,6380797.944,-90.8191,7171.4224,-0.0109,-0.5369,-0.0452
34.27,6380796.944,-90.8777,7173.0922,-0.0109,-0.5373,-0.0452
34.28,6380795.944,-90.9364,7174.7618,-0.0109,-0.5378,-0.0452
34.29,6380794.942,-90.995,7176.4312,-0.0109,-0.5382,-0.0452
34.3,6380793.939,-91.0536,7178.1004,-0.0109,-0.5386,-0.0452
34.31,6380792.936,-91.1123,7179.7695,-0.0109,-0.5391,-0.0453
34.32,6380791.932,-91.1709,7181.4383,-0.0109,-0.5395,-0.0453
34.33,6380790.927,-91.2296,7183.107,-0.0109,-0.5399,-0.0453
34.34,6380789.921,-91.2883,7184.7755,-0.0109,-0.5404,-0.0453
34.35,6380788.914,-91.347,7186.4439,-0.0109,-0.5408,-0.0453
34.36,6380787.906,-91.4057,7188.112,-0.0109,-0.5412,-0.0453
34.37,6380786.897,-91.4645,7189.78,-0.0109,-0.5417,-0.0453
34.38,6380785.888,-91.5232,7191.4478,-0.0109,-0.5421,-0.0453
34.39,6380784.877,-91.582,7193.1154,-0.0109,-0.5425,-0.0453
34.4,6380783.866,-91.6408,7194.7828,-0.0109,-0.5429,-0.0453
34.41,6380782.854,-91.6996,7196.45,-0.0109,-0.5434,-0.0453
34.42,6380781.841,-91.7584,7198.1171,-0.0109,-0.5438,-0.0453
34.43,6380780.827,-91.8172,7199.784,-0.0109,-0.5442,-0.0453
34.44,6380779.813,-91.876,7201.4506,-0.0109,-0.5447,-0.0453
34.45,6380778.797,-91.9348,7203.1172,-0.0109,-0.5451,-0.0453
34.46,6380777.78,-91.9937,7204.7835,-0.0109,-0.5455,-0.0453
34.47,6380776.763,-92.0526,7206.4497,-0.0109,-0.546,-0.0453
34.48,6380775.745,-92.1115,7208.1156,-0.0109,-0.5464,-0.0453
34.49,6380774.726,-92.1704,7209.7814,-0.0109,-0.5468,-0.0454
34.5,6380773.706,-92.2293,7211.447,-0.0109,-0.5472,-0.0454
34.51,6380772.685,-92.2882,7213.1124,-0.0109,-0.5477,-0.0454
34.52,6380771.663,-92.3471,7214.7777,-0.0109,-0.5481,-0.0454
34.53,6380770.641,-92.4061,7216.4428,-0.0109,-0.5485,-0.0454
34.54,6380769.617,-92.465,7218.1076,-0.0109,-0.549,-0.0454
34.55,6380768.593,-92.524,7219.7723,-0.0108,-0.5494,-0.0454
34.56,6380767.568,-92.583,7221.4369,-0.0108,-0.5498,-0.0454
34.57,6380766.542,-92.642,7223.1012,-0.0108,-0.5502,-0.0454
34.58,6380765.515,-92.701,7224.7654,-0.0108,-0.5507,-0.0454
34.59,6380764.487,-92.7601,7226.4293,-0.0108,-0.5511,-0.0454
34.6,6380763.459,-92.8191,7228.0931,-0.0108,-0.5515,-0.0454
34.61,6380762.429,-92.8782,7229.7567,-0.0108,-0.552,-0.0454
34.62,6380761.399,-92.9372,7231.4202,-0.0108,-0.5524,-0.0454
34.63,6380760.367,-92.9963,7233.0834,-0.0108,-0.5528,-0.0454
34.64,6380759.335,-93.0554,7234.7465,-0.0108,-0.5532,-0.0454
34.65,6380758.302,-93.1145,7236.4094,-0.0108,-0.5537,-0.0454
34.66,6380757.269,-93.1736,7238.0721,-0.0108,-0.5541,-0.0454
34.67,6380756.234,-93.2328,7239.7346,-0.0108,-0.5545,-0.0455
34.68,6380755.198,-93.2919,7241.3969,-0.0108,-0.5549,-0.0455
34.69,6380754.162,-93.3511,7243.0591,-0.0108,-0.5554,-0.0455
34.7,6380753.124,-93.4103,7244.7211,-0.0108,-0.5558,-0.0455
34.71,6380752.086,-93.4694,7246.3829,-0.0108,-0.5562,-0.0455
34.72,6380751.047,-93.5286,7248.0445,-0.0108,-0.5566,-0.0455
34.73,6380750.007,-93.5879,7249.7059,-0.0108,-0.5571,-0.0455
34.74,6380748.966,-93.6471,7251.3671,-0.0108,-0.5575,-0.0455
34.75,6380747.925,-93.7063,7253.0282,-0.0108,-0.5579,-0.0455
34.76,6380746.882,-93.7656,7254.6891,-0.0108,-0.5583,-0.0455
34.77,6380745.839,-93.8248,7256.3498,-0.0108,-0.5588,-0.0455
34.78,6380744.795,-93.8841,7258.0103,-0.0108,-0.5592,-0.0455
34.79,6380743.75,-93.9434,7259.6706,-0.0108,-0.5596,-0.0455
34.8,6380742.704,-94.0027,7261.3308,-0.0108,-0.56,-0.0455
34.81,6380741.657,-94.062,7262.9908,-0.0108,-0.5605,-0.0455
34.82,6380740.609,-94.1214,7264.6506,-0.0108,-0.5609,-0.0455
34.83,6380739.56,-94.1807,7266.3102,-0.0108,-0.5613,-0.0455
34.84,6380738.511,-94.2401,7267.9696,-0.0108,-0.5617,-0.0455
34.85,6380737.461,-94.2995,7269.6288,-0.0108,-0.5621,-0.0455
34.86,6380736.409,-94.3588,7271.2879,-0.0108,-0.5626,-0.0456
34.87,6380735.357,-94.4182,7272.9468,-0.0108,-0.563,-0.0456
34.88,6380734.304,-94.4776,7274.6055,-0.0108,-0.5634,-0.0456
34.89,6380733.251,-94.5371,7276.264,-0.0108,-0.5638,-0.0456
34.9,6380732.196,-94.5965,7277.9223,-0.0107,-0.5643,-0.0456
34.91,6380731.141,-94.6559,7279.5805,-0.0107,-0.5647,-0.0456
34.92,6380730.084,-94.7154,7281.2384,-0.0107,-0.5651,-0.0456
34.93,6380729.027,-94.7749,7282.8962,-0.0107,-0.5655,-0.0456
34.94,6380727.969,-94.8344,7284.5538,-0.0107,-0.5659,-0.0456
34.95,6380726.91,-94.8939,7286.2112,-0.0107,-0.5664,-0.0456
34.96,6380725.85,-94.9534,7287.8685,-0.0107,-0.5668,-0.0456
34.97,6380724.789,-95.0129,7289.5255,-0.0107,-0.5672,-0.0456
34.98,6380723.728,-95.0724,7291.1824,-0.0107,-0.5676,-0.0456
34.99,6380722.665,-95.132,7292.8391,-0.0107,-0.568,-0.0456
35,6380721.602,-95.1916,7294.4956,-0.0107,-0.5685,-0.0456
35.01,6380720.538,-95.2511,7296.1519,-0.0107,-0.5689,-0.0456
35.02,6380719.473,-95.3107,7297.808,-0.0107,-0.5693,-0.0456
35.03,6380718.407,-95.3703,7299.464,-0.0107,-0.5697,-0.0456
35.04,6380717.34,-95.4299,7301.1198,-0.0107,-0.5701,-0.0457
35.05,6380716.273,-95.4896,7302.7753,-0.0107,-0.5706,-0.0457
35.06,6380715.204,-95.5492,7304.4308,-0.0107,-0.571,-0.0457
35.07,6380714.135,-95.6089,7306.086,-0.0107,-0.5714,-0.0457
35.08,6380713.065,-95.6685,7307.741,-0.0107,-0.5718,-0.0457
35.09,6380711.994,-95.7282,7309.3959,-0.0107,-0.5722,-0.0457
35.1,6380710.922,-95.7879,7311.0506,-0.0107,-0.5727,-0.0457
35.11,6380709.849,-95.8476,7312.705,-0.0107,-0.5731,-0.0457
35.12,6380708.775,-95.9073,7314.3594,-0.0107,-0.5735,-0.0457
35.13,6380707.701,-95.967,7316.0135,-0.0107,-0.5739,-0.0457
35.14,6380706.625,-96.0268,7317.6674,-0.0107,-0.5743,-0.0457
35.15,6380705.549,-96.0865,7319.3212,-0.0107,-0.5747,-0.0457
35.16,6380704.472,-96.1463,7320.9748,-0.0107,-0.5752,-0.0457
35.17,6380703.394,-96.2061,7322.6281,-0.0107,-0.5756,-0.0457
35.18,6380702.315,-96.2659,7324.2814,-0.0107,-0.576,-0.0457
35.19,6380701.236,-96.3257,7325.9344,-0.0107,-0.5764,-0.0457
35.2,6380700.155,-96.3855,7327.5872,-0.0107,-0.5768,-0.0457
35.21,6380699.074,-96.4453,7329.2399,-0.0107,-0.5772,-0.0457
35.22,6380697.991,-96.5052,7330.8924,-0.0107,-0.5777,-0.0457
35.23,6380696.908,-96.565,7332.5447,-0.0107,-0.5781,-0.0458
35.24,6380695.824,-96.6249,7334.1968,-0.0107,-0.5785,-0.0458
35.25,6380694.739,-96.6848,7335.8487,-0.0106,-0.5789,-0.0458
35.26,6380693.654,-96.7446,7337.5004,-0.0106,-0.5793,-0.0458
35.27,6380692.567,-96.8045,7339.152,-0.0106,-0.5797,-0.0458
35.28,6380691.48,-96.8645,7340.8034,-0.0106,-0.5801,-0.0458
35.29,6380690.392,-96.9244,7342.4546,-0.0106,-0.5806,-0.0458
35.3,6380689.302,-96.9843,7344.1056,-0.0106,-0.581,-0.0458
35.31,6380688.212,-97.0443,7345.7564,-0.0106,-0.5814,-0.0458
35.32,6380687.122,-97.1042,7347.407,-0.0106,-0.5818,-0.0458
35.33,6380686.03,-97.1642,7349.0575,-0.0106,-0.5822,-0.0458
35.34,6380684.937,-97.2242,7350.7078,-0.0106,-0.5826,-0.0458
35.35,6380683.844,-97.2842,7352.3578,-0.0106,-0.583,-0.0458
35.36,6380682.749,-97.3442,7354.0078,-0.0106,-0.5835,-0.0458
35.37,6380681.654,-97.4043,7355.6575,-0.0106,-0.5839,-0.0458
35.38,6380680.558,-97.4643,7357.307,-0.0106,-0.5843,-0.0458
35.39,6380679.461,-97.5243,7358.9564,-0.0106,-0.5847,-0.0458
35.4,6380678.364,-97.5844,7360.6055,-0.0106,-0.5851,-0.0458
35.41,6380677.265,-97.6445,7362.2545,-0.0106,-0.5855,-0.0458
35.42,6380676.166,-97.7046,7363.9033,-0.0106,-0.5859,-0.0458
35.43,6380675.065,-97.7647,7365.5519,-0.0106,-0.5864,-0.0459
35.44,6380673.964,-97.8248,7367.2004,-0.0106,-0.5868,-0.0459
35.45,6380672.862,-97.8849,7368.8486,-0.0106,-0.5872,-0.0459
35.46,6380671.759,-97.945,7370.4967,-0.0106,-0.5876,-0.0459
35.47,6380670.655,-98.0052,7372.1446,-0.0106,-0.588,-0.0459
35.48,6380669.551,-98.0654,7373.7923,-0.0106,-0.5884,-0.0459
35.49,6380668.445,-98.1255,7375.4398,-0.0106,-0.5888,-0.0459
35.5,6380667.339,-98.1857,7377.0871,-0.0106,-0.5892,-0.0459
35.51,6380666.232,-98.2459,7378.7343,-0.0106,-0.5896,-0.0459
35.52,6380665.124,-98.3061,7380.3812,-0.0106,-0.5901,-0.0459
35.53,6380664.015,-98.3663,7382.028,-0.0106,-0.5905,-0.0459
35.54,6380662.905,-98.4266,7383.6746,-0.0106,-0.5909,-0.0459
35.55,6380661.795,-98.4868,7385.321,-0.0106,-0.5913,-0.0459
35.56,6380660.683,-98.5471,7386.9672,-0.0106,-0.5917,-0.0459
35.57,6380659.571,-98.6073,7388.6133,-0.0106,-0.5921,-0.0459
35.58,6380658.458,-98.6676,7390.2591,-0.0106,-0.5925,-0.0459
35.59,6380657.344,-98.7279,7391.9048,-0.0106,-0.5929,-0.0459
35.6,6380656.229,-98.7882,7393.5503,-0.0105,-0.5933,-0.0459
35.61,6380655.113,-98.8485,7395.1956,-0.0105,-0.5937,-0.0459
35.62,6380653.997,-98.9089,7396.8407,-0.0105,-0.5942,-0.046
35.63,6380652.879,-98.9692,7398.4856,-0.0105,-0.5946,-0.046
35.64,6380651.761,-99.0296,7400.1304,-0.0105,-0.595,-0.046
35.65,6380650.642,-99.0899,7401.7749,-0.0105,-0.5954,-0.046
35.66,6380649.522,-99.1503,7403.4193,-0.0105,-0.5958,-0.046
35.67,6380648.401,-99.2107,7405.0635,-0.0105,-0.5962,-0.046
35.68,6380647.279,-99.2711,7406.7075,-0.0105,-0.5966,-0.046
35.69,6380646.156,-99.3315,7408.3513,-0.0105,-0.597,-0.046
35.7,6380645.033,-99.3919,7409.995,-0.0105,-0.5974,-0.046
35.71,6380643.909,-99.4524,7411.6384,-0.0105,-0.5978,-0.046
35.72,6380642.784,-99.5128,7413.2817,-0.0105,-0.5982,-0.046
35.73,6380641.658,-99.5733,7414.9248,-0.0105,-0.5986,-0.046
35.74,6380640.531,-99.6337,7416.5677,-0.0105,-0.599,-0.046
35.75,6380639.403,-99.6942,7418.2104,-0.0105,-0.5994,-0.046
35.76,6380638.274,-99.7547,7419.8529,-0.0105,-0.5999,-0.046
35.77,6380637.145,-99.8152,7421.4952,-0.0105,-0.6003,-0.046
35.78,6380636.015,-99.8758,7423.1374,-0.0105,-0.6007,-0.046
35.79,6380634.884,-99.9363,7424.7794,-0.0105,-0.6011,-0.046
35.8,6380633.752,-99.9968,7426.4212,-0.0105,-0.6015,-0.046
35.81,6380632.619,-100.0574,7428.0628,-0.0105,-0.6019,-0.046
35.82,6380631.485,-100.1179,7429.7042,-0.0105,-0.6023,-0.0461
35.83,6380630.351,-100.1785,7431.3454,-0.0105,-0.6027,-0.0461
35.84,6380629.215,-100.2391,7432.9865,-0.0105,-0.6031,-0.0461
35.85,6380628.079,-100.2997,7434.6273,-0.0105,-0.6035,-0.0461
35.86,6380626.942,-100.3603,7436.268,-0.0105,-0.6039,-0.0461
35.87,6380625.804,-100.4209,7437.9085,-0.0105,-0.6043,-0.0461
35.88,6380624.665,-100.4816,7439.5488,-0.0105,-0.6047,-0.0461
35.89,6380623.525,-100.5422,7441.1889,-0.0105,-0.6051,-0.0461
35.9,6380622.385,-100.6029,7442.8288,-0.0105,-0.6055,-0.0461
35.91,6380621.244,-100.6636,7444.4686,-0.0105,-0.6059,-0.0461
35.92,6380620.101,-100.7242,7446.1082,-0.0105,-0.6063,-0.0461
35.93,6380618.958,-100.7849,7447.7475,-0.0105,-0.6067,-0.0461
35.94,6380617.814,-100.8456,7449.3867,-0.0105,-0.6071,-0.0461
35.95,6380616.67,-100.9064,7451.0257,-0.0104,-0.6075,-0.0461
35.96,6380615.524,-100.9671,7452.6646,-0.0104,-0.6079,-0.0461
35.97,6380614.378,-101.0278,7454.3032,-0.0104,-0.6083,-0.0461
35.98,6380613.23,-101.0886,7455.9416,-0.0104,-0.6087,-0.0461
35.99,6380612.082,-101.1493,7457.5799,-0.0104,-0.6091,-0.0461
36,6380610.933,-101.2101,7459.218,-0.0104,-0.6096,-0.0461
36.01,6380609.783,-101.2709,7460.8559,-0.0104,-0.61,-0.0461
36.02,6380608.632,-101.3317,7462.4936,-0.0104,-0.6104,-0.0462
36.03,6380607.481,-101.3925,7464.1311,-0.0104,-0.6108,-0.0462
36.04,6380606.328,-101.4533,7465.7684,-0.0104,-0.6112,-0.0462
36.05,6380605.175,-101.5141,7467.4056,-0.0104,-0.6116,-0.0462
36.06,6380604.021,-101.575,7469.0425,-0.0104,-0.612,-0.0462
36.07,6380602.866,-101.6358,7470.6793,-0.0104,-0.6124,-0.0462
36.08,6380601.71,-101.6967,7472.3159,-0.0104,-0.6128,-0.0462
36.09,6380600.554,-101.7576,7473.9523,-0.0104,-0.6132,-0.0462
36.1,6380599.396,-101.8185,7475.5885,-0.0104,-0.6136,-0.0462
36.11,6380598.238,-101.8794,7477.2246,-0.0104,-0.614,-0.0462
36.12,6380597.078,-101.9403,7478.8604,-0.0104,-0.6144,-0.0462
36.13,6380595.918,-102.0012,7480.4961,-0.0104,-0.6148,-0.0462
36.14,6380594.757,-102.0621,7482.1315,-0.0104,-0.6152,-0.0462
36.15,6380593.596,-102.1231,7483.7668,-0.0104,-0.6156,-0.0462
36.16,6380592.433,-102.184,7485.4019,-0.0104,-0.616,-0.0462
36.17,6380591.27,-102.245,7487.0368,-0.0104,-0.6164,-0.0462
36.18,6380590.105,-102.306,7488.6716,-0.0104,-0.6168,-0.0462
36.19,6380588.94,-102.367,7490.3061,-0.0104,-0.6172,-0.0462
36.2,6380587.774,-102.428,7491.9405,-0.0104,-0.6176,-0.0462
36.21,6380586.607,-102.489,7493.5746,-0.0104,-0.618,-0.0462
36.22,6380585.44,-102.55,7495.2086,-0.0104,-0.6183,-0.0462
36.23,6380584.271,-102.611,7496.8424,-0.0104,-0.6187,-0.0463
36.24,6380583.102,-102.6721,7498.476,-0.0104,-0.6191,-0.0463
36.25,6380581.931,-102.7331,7500.1094,-0.0104,-0.6195,-0.0463
36.26,6380580.76,-102.7942,7501.7427,-0.0104,-0.6199,-0.0463
36.27,6380579.588,-102.8553,7503.3757,-0.0104,-0.6203,-0.0463
36.28,6380578.415,-102.9164,7505.0086,-0.0104,-0.6207,-0.0463
36.29,6380577.242,-102.9775,7506.6413,-0.0104,-0.6211,-0.0463
36.3,6380576.067,-103.0386,7508.2737,-0.0104,-0.6215,-0.0463
36.31,6380574.892,-103.0997,7509.9061,-0.0103,-0.6219,-0.0463
36.32,6380573.716,-103.1608,7511.5382,-0.0103,-0.6223,-0.0463
36.33,6380572.539,-103.222,7513.1701,-0.0103,-0.6227,-0.0463
36.34,6380571.361,-103.2832,7514.8018,-0.0103,-0.6231,-0.0463
36.35,6380570.182,-103.3443,7516.4334,-0.0103,-0.6235,-0.0463
36.36,6380569.003,-103.4055,7518.0648,-0.0103,-0.6239,-0.0463
36.37,6380567.822,-103.4667,7519.6959,-0.0103,-0.6243,-0.0463
36.38,6380566.641,-103.5279,7521.3269,-0.0103,-0.6247,-0.0463
36.39,6380565.459,-103.5891,7522.9577,-0.0103,-0.6251,-0.0463
36.4,6380564.276,-103.6503,7524.5884,-0.0103,-0.6255,-0.0463
36.41,6380563.092,-103.7116,7526.2188,-0.0103,-0.6259,-0.0463
36.42,6380561.907,-103.7728,7527.849,-0.0103,-0.6263,-0.0463
36.43,6380560.722,-103.834,7529.4791,-0.0103,-0.6267,-0.0464
36.44,6380559.536,-103.8953,7531.109,-0.0103,-0.6271,-0.0464
36.45,6380558.348,-103.9566,7532.7386,-0.0103,-0.6275,-0.0464
36.46,6380557.16,-104.0179,7534.3681,-0.0103,-0.6278,-0.0464
36.47,6380555.972,-104.0792,7535.9974,-0.0103,-0.6282,-0.0464
36.48,6380554.782,-104.1405,7537.6266,-0.0103,-0.6286,-0.0464
36.49,6380553.591,-104.2018,7539.2555,-0.0103,-0.629,-0.0464
36.5,6380552.4,-104.2631,7540.8842,-0.0103,-0.6294,-0.0464
36.51,6380551.208,-104.3245,7542.5128,-0.0103,-0.6298,-0.0464
36.52,6380550.015,-104.3858,7544.1412,-0.0103,-0.6302,-0.0464
36.53,6380548.821,-104.4472,7545.7694,-0.0103,-0.6306,-0.0464
36.54,6380547.626,-104.5086,7547.3974,-0.0103,-0.631,-0.0464
36.55,6380546.43,-104.57,7549.0252,-0.0103,-0.6314,-0.0464
36.56,6380545.234,-104.6313,7550.6528,-0.0103,-0.6318,-0.0464
36.57,6380544.037,-104.6928,7552.2802,-0.0103,-0.6322,-0.0464
36.58,6380542.838,-104.7542,7553.9075,-0.0103,-0.6326,-0.0464
36.59,6380541.639,-104.8156,7555.5345,-0.0103,-0.6329,-0.0464
36.6,6380540.44,-104.877,7557.1614,-0.0103,-0.6333,-0.0464
36.61,6380539.239,-104.9385,7558.7881,-0.0103,-0.6337,-0.0464
36.62,6380538.037,-104.9999,7560.4146,-0.0103,-0.6341,-0.0464
36.63,6380536.835,-105.0614,7562.0409,-0.0103,-0.6345,-0.0464
36.64,6380535.632,-105.1229,7563.667,-0.0103,-0.6349,-0.0465
36.65,6380534.428,-105.1844,7565.2929,-0.0103,-0.6353,-0.0465
36.66,6380533.223,-105.2459,7566.9187,-0.0103,-0.6357,-0.0465
36.67,6380532.017,-105.3074,7568.5442,-0.0102,-0.6361,-0.0465
36.68,6380530.811,-105.3689,7570.1696,-0.0102,-0.6365,-0.0465
36.69,6380529.603,-105.4305,7571.7948,-0.0102,-0.6368,-0.0465
36.7,6380528.395,-105.492,7573.4197,-0.0102,-0.6372,-0.0465
36.71,6380527.186,-105.5536,7575.0445,-0.0102,-0.6376,-0.0465
36.72,6380525.976,-105.6151,7576.6692,-0.0102,-0.638,-0.0465
36.73,6380524.765,-105.6767,7578.2936,-0.0102,-0.6384,-0.0465
36.74,6380523.554,-105.7383,7579.9178,-0.0102,-0.6388,-0.0465
36.75,6380522.341,-105.7999,7581.5419,-0.0102,-0.6392,-0.0465
36.76,6380521.128,-105.8615,7583.1657,-0.0102,-0.6396,-0.0465
36.77,6380519.914,-105.9231,7584.7894,-0.0102,-0.64,-0.0465
36.78,6380518.699,-105.9847,7586.4129,-0.0102,-0.6403,-0.0465
36.79,6380517.483,-106.0464,7588.0362,-0.0102,-0.6407,-0.0465
36.8,6380516.266,-106.108,7589.6593,-0.0102,-0.6411,-0.0465
36.81,6380515.049,-106.1697,7591.2822,-0.0102,-0.6415,-0.0465
36.82,6380513.83,-106.2314,7592.9049,-0.0102,-0.6419,-0.0465
36.83,6380512.611,-106.293,7594.5275,-0.0102,-0.6423,-0.0465
36.84,6380511.391,-106.3547,7596.1498,-0.0102,-0.6427,-0.0465
36.85,6380510.17,-106.4164,7597.772,-0.0102,-0.6431,-0.0465
36.86,6380508.949,-106.4781,7599.394,-0.0102,-0.6434,-0.0466
36.87,6380507.726,-106.5399,7601.0158,-0.0102,-0.6438,-0.0466
36.88,6380506.503,-106.6016,7602.6374,-0.0102,-0.6442,-0.0466
36.89,6380505.278,-106.6633,7604.2588,-0.0102,-0.6446,-0.0466
36.9,6380504.053,-106.7251,7605.88,-0.0102,-0.645,-0.0466
36.91,6380502.827,-106.7868,7607.501,-0.0102,-0.6454,-0.0466
36.92,6380501.601,-106.8486,7609.1219,-0.0102,-0.6458,-0.0466
36.93,6380500.373,-106.9104,7610.7425,-0.0102,-0.6461,-0.0466
36.94,6380499.145,-106.9722,7612.363,-0.0102,-0.6465,-0.0466
36.95,6380497.916,-107.034,7613.9832,-0.0102,-0.6469,-0.0466
36.96,6380496.685,-107.0958,7615.6033,-0.0102,-0.6473,-0.0466
36.97,6380495.455,-107.1576,7617.2232,-0.0102,-0.6477,-0.0466
36.98,6380494.223,-107.2195,7618.8429,-0.0102,-0.6481,-0.0466
36.99,6380492.99,-107.2813,7620.4625,-0.0102,-0.6485,-0.0466
37,6380491.757,-107.3432,7622.0818,-0.0102,-0.6488,-0.0466
37.01,6380490.522,-107.405,7623.7009,-0.0102,-0.6492,-0.0466
37.02,6380489.287,-107.4669,7625.3199,-0.0101,-0.6496,-0.0466
37.03,6380488.051,-107.5288,7626.9386,-0.0101,-0.65,-0.0466
37.04,6380486.815,-107.5907,7628.5572,-0.0101,-0.6504,-0.0466
37.05,6380485.577,-107.6526,7630.1756,-0.0101,-0.6508,-0.0466
37.06,6380484.339,-107.7145,7631.7938,-0.0101,-0.6511,-0.0466
37.07,6380483.099,-107.7764,7633.4118,-0.0101,-0.6515,-0.0467
37.08,6380481.859,-107.8384,7635.0296,-0.0101,-0.6519,-0.0467
37.09,6380480.618,-107.9003,7636.6472,-0.0101,-0.6523,-0.0467
37.1,6380479.376,-107.9623,7638.2647,-0.0101,-0.6527,-0.0467
37.11,6380478.134,-108.0242,7639.8819,-0.0101,-0.653,-0.0467
37.12,6380476.89,-108.0862,7641.499,-0.0101,-0.6534,-0.0467
37.13,6380475.646,-108.1482,7643.1158,-0.0101,-0.6538,-0.0467
37.14,6380474.401,-108.2102,7644.7325,-0.0101,-0.6542,-0.0467
37.15,6380473.155,-108.2722,7646.349,-0.0101,-0.6546,-0.0467
37.16,6380471.908,-108.3342,7647.9653,-0.0101,-0.655,-0.0467
37.17,6380470.66,-108.3963,7649.5814,-0.0101,-0.6553,-0.0467
37.18,6380469.412,-108.4583,7651.1973,-0.0101,-0.6557,-0.0467
37.19,6380468.163,-108.5203,7652.8131,-0.0101,-0.6561,-0.0467
37.2,6380466.912,-108.5824,7654.4286,-0.0101,-0.6565,-0.0467
37.21,6380465.662,-108.6445,7656.044,-0.0101,-0.6569,-0.0467
37.22,6380464.41,-108.7065,7657.6591,-0.0101,-0.6572,-0.0467
37.23,6380463.157,-108.7686,7659.2741,-0.0101,-0.6576,-0.0467
37.24,6380461.904,-108.8307,7660.8889,-0.0101,-0.658,-0.0467
37.25,6380460.649,-108.8928,7662.5034,-0.0101,-0.6584,-0.0467
37.26,6380459.394,-108.9549,7664.1178,-0.0101,-0.6588,-0.0467
37.27,6380458.138,-109.0171,7665.7321,-0.0101,-0.6591,-0.0467
37.28,6380456.881,-109.0792,7667.3461,-0.0101,-0.6595,-0.0467
37.29,6380455.624,-109.1413,7668.9599,-0.0101,-0.6599,-0.0468
37.3,6380454.365,-109.2035,7670.5735,-0.0101,-0.6603,-0.0468
37.31,6380453.106,-109.2657,7672.187,-0.0101,-0.6606,-0.0468
37.32,6380451.846,-109.3278,7673.8002,-0.0101,-0.661,-0.0468
37.33,6380450.585,-109.39,7675.4133,-0.0101,-0.6614,-0.0468
37.34,6380449.323,-109.4522,7677.0262,-0.0101,-0.6618,-0.0468
37.35,6380448.06,-109.5144,7678.6389,-0.0101,-0.6622,-0.0468
37.36,6380446.797,-109.5766,7680.2514,-0.0101,-0.6625,-0.0468
37.37,6380445.532,-109.6388,7681.8637,-0.0101,-0.6629,-0.0468
37.38,6380444.267,-109.7011,7683.4758,-0.01,-0.6633,-0.0468
37.39,6380443.001,-109.7633,7685.0877,-0.01,-0.6637,-0.0468
37.4,6380441.734,-109.8256,7686.6995,-0.01,-0.664,-0.0468
37.41,6380440.467,-109.8878,7688.311,-0.01,-0.6644,-0.0468
37.42,6380439.198,-109.9501,7689.9223,-0.01,-0.6648,-0.0468
37.43,6380437.929,-110.0124,7691.5335,-0.01,-0.6652,-0.0468
37.44,6380436.659,-110.0747,7693.1445,-0.01,-0.6656,-0.0468
37.45,6380435.388,-110.137,7694.7553,-0.01,-0.6659,-0.0468
37.46,6380434.116,-110.1993,7696.3659,-0.01,-0.6663,-0.0468
37.47,6380432.844,-110.2616,7697.9762,-0.01,-0.6667,-0.0468
37.48,6380431.57,-110.3239,7699.5865,-0.01,-0.6671,-0.0468
37.49,6380430.296,-110.3863,7701.1965,-0.01,-0.6674,-0.0468
37.5,6380429.021,-110.4486,7702.8063,-0.01,-0.6678,-0.0468
37.51,6380427.745,-110.511,7704.4159,-0.01,-0.6682,-0.0469
37.52,6380426.468,-110.5733,7706.0254,-0.01,-0.6686,-0.0469
37.53,6380425.19,-110.6357,7707.6346,-0.01,-0.6689,-0.0469
37.54,6380423.912,-110.6981,7709.2437,-0.01,-0.6693,-0.0469
37.55,6380422.633,-110.7605,7710.8526,-0.01,-0.6697,-0.0469
37.56,6380421.353,-110.8229,7712.4612,-0.01,-0.67,-0.0469
37.57,6380420.072,-110.8853,7714.0697,-0.01,-0.6704,-0.0469
37.58,6380418.79,-110.9477,7715.678,-0.01,-0.6708,-0.0469
37.59,6380417.507,-111.0102,7717.2861,-0.01,-0.6712,-0.0469
37.6,6380416.224,-111.0726,7718.894,-0.01,-0.6715,-0.0469
37.61,6380414.94,-111.1351,7720.5018,-0.01,-0.6719,-0.0469
37.62,6380413.655,-111.1975,7722.1093,-0.01,-0.6723,-0.0469
37.63,6380412.369,-111.26,7723.7166,-0.01,-0.6727,-0.0469
37.64,6380411.082,-111.3225,7725.3238,-0.01,-0.673,-0.0469
37.65,6380409.794,-111.385,7726.9307,-0.01,-0.6734,-0.0469
