    Time, Position (x), Position (y), Position(z), Orientation (x), Orientation (y), Orientation (z)
 [seconds], [m], [m], [m], [rad], [rad], [rad]
8.89,6380239.719,-4.3851,2325.631,-0.0057,0.6183,-0.0087
8.9,6380241.295,-4.3953,2327.8501,-0.0057,0.6181,-0.0087
8.91,6380242.869,-4.4055,2330.0688,-0.0057,0.6178,-0.0087
8.92,6380244.442,-4.4157,2332.2872,-0.0058,0.6175,-0.0087
8.93,6380246.014,-4.4259,2334.5052,-0.0058,0.6172,-0.0087
8.94,6380247.585,-4.4361,2336.7228,-0.0058,0.6169,-0.0088
8.95,6380249.154,-4.4464,2338.94,-0.0058,0.6166,-0.0088
8.96,6380250.722,-4.4567,2341.1569,-0.0058,0.6163,-0.0088
8.97,6380252.289,-4.4669,2343.3733,-0.0058,0.616,-0.0088
8.98,6380253.855,-4.4772,2345.5894,-0.0058,0.6157,-0.0088
8.99,6380255.419,-4.4875,2347.8052,-0.0058,0.6154,-0.0088
9,6380256.982,-4.4978,2350.0205,-0.0058,0.6151,-0.0088
9.01,6380258.544,-4.5082,2352.2355,-0.0058,0.6148,-0.0088
9.02,6380260.105,-4.5185,2354.4501,-0.0058,0.6145,-0.0089
9.03,6380261.664,-4.5289,2356.6643,-0.0058,0.6142,-0.0089
9.04,6380263.223,-4.5393,2358.8782,-0.0059,0.6139,-0.0089
9.05,6380264.779,-4.5497,2361.0917,-0.0059,0.6136,-0.0089
9.06,6380266.335,-4.5601,2363.3048,-0.0059,0.6133,-0.0089
9.07,6380267.89,-4.5705,2365.5175,-0.0059,0.613,-0.0089
9.08,6380269.443,-4.5809,2367.7299,-0.0059,0.6127,-0.0089
9.09,6380270.995,-4.5914,2369.9419,-0.0059,0.6124,-0.0089
9.1,6380272.546,-4.6018,2372.1535,-0.0059,0.6121,-0.009
9.11,6380274.095,-4.6123,2374.3648,-0.0059,0.6118,-0.009
9.12,6380275.643,-4.6228,2376.5757,-0.0059,0.6115,-0.009
9.13,6380277.19,-4.6333,2378.7862,-0.0059,0.6112,-0.009
9.14,6380278.736,-4.6438,2380.9963,-0.0059,0.6109,-0.009
9.15,6380280.281,-4.6544,2383.2061,-0.0059,0.6106,-0.009
9.16,6380281.824,-4.6649,2385.4155,-0.0059,0.6103,-0.009
9.17,6380283.366,-4.6755,2387.6246,-0.0059,0.61,-0.009
9.18,6380284.907,-4.686,2389.8332,-0.0059,0.6097,-0.009
9.19,6380286.446,-4.6966,2392.0415,-0.0059,0.6094,-0.009
9.2,6380287.985,-4.7072,2394.2495,-0.0059,0.6091,-0.009
9.21,6380289.522,-4.7179,2396.457,-0.006,0.6088,-0.0091
9.22,6380291.058,-4.7285,2398.6642,-0.006,0.6085,-0.0091
9.23,6380292.593,-4.7391,2400.8711,-0.006,0.6082,-0.0091
9.24,6380294.126,-4.7498,2403.0775,-0.006,0.608,-0.0091
9.25,6380295.658,-4.7605,2405.2836,-0.006,0.6077,-0.0091
9.26,6380297.189,-4.7712,2407.4894,-0.006,0.6074,-0.0091
9.27,6380298.719,-4.7819,2409.6947,-0.006,0.6071,-0.0091
9.28,6380300.247,-4.7926,2411.8997,-0.006,0.6068,-0.0091
9.29,6380301.775,-4.8033,2414.1044,-0.006,0.6065,-0.0091
9.3,6380303.301,-4.8141,2416.3087,-0.006,0.6062,-0.0092
9.31,6380304.825,-4.8248,2418.5126,-0.006,0.6059,-0.0092
9.32,6380306.349,-4.8356,2420.7161,-0.006,0.6056,-0.0092
9.33,6380307.871,-4.8464,2422.9193,-0.006,0.6053,-0.0092
9.34,6380309.392,-4.8572,2425.1221,-0.006,0.605,-0.0092
9.35,6380310.912,-4.868,2427.3246,-0.006,0.6047,-0.0092
9.36,6380312.431,-4.8788,2429.5267,-0.006,0.6044,-0.0092
9.37,6380313.948,-4.8897,2431.7284,-0.0061,0.6041,-0.0092
9.38,6380315.464,-4.9005,2433.9297,-0.0061,0.6038,-0.0092
9.39,6380316.979,-4.9114,2436.1307,-0.0061,0.6035,-0.0093
9.4,6380318.493,-4.9223,2438.3314,-0.0061,0.6032,-0.0093
9.41,6380320.006,-4.9332,2440.5317,-0.0061,0.6029,-0.0093
9.42,6380321.517,-4.9441,2442.7316,-0.0061,0.6026,-0.0093
9.43,6380323.027,-4.955,2444.9311,-0.0061,0.6023,-0.0093
9.44,6380324.536,-4.966,2447.1303,-0.0061,0.602,-0.0093
9.45,6380326.043,-4.9769,2449.3292,-0.0061,0.6017,-0.0093
9.46,6380327.55,-4.9879,2451.5277,-0.0061,0.6014,-0.0094
9.47,6380329.055,-4.9989,2453.7258,-0.0061,0.6011,-0.0094
9.48,6380330.559,-5.0099,2455.9235,-0.0061,0.6008,-0.0094
9.49,6380332.061,-5.0209,2458.1209,-0.0062,0.6005,-0.0094
9.5,6380333.563,-5.0319,2460.318,-0.0062,0.6002,-0.0094
9.51,6380335.063,-5.043,2462.5146,-0.0062,0.5999,-0.0094
9.52,6380336.562,-5.054,2464.711,-0.0062,0.5996,-0.0095
9.53,6380338.06,-5.0651,2466.9069,-0.0062,0.5993,-0.0095
9.54,6380339.556,-5.0762,2469.1025,-0.0062,0.599,-0.0095
9.55,6380341.052,-5.0873,2471.2978,-0.0062,0.5987,-0.0095
9.56,6380342.546,-5.0984,2473.4927,-0.0062,0.5984,-0.0095
9.57,6380344.039,-5.1096,2475.6872,-0.0062,0.5981,-0.0095
9.58,6380345.53,-5.1207,2477.8814,-0.0062,0.5978,-0.0096
9.59,6380347.021,-5.1319,2480.0752,-0.0062,0.5975,-0.0096
9.6,6380348.51,-5.143,2482.2686,-0.0063,0.5972,-0.0096
9.61,6380349.998,-5.1542,2484.4618,-0.0063,0.5969,-0.0096
9.62,6380351.485,-5.1654,2486.6545,-0.0063,0.5966,-0.0096
9.63,6380352.971,-5.1766,2488.8469,-0.0063,0.5963,-0.0096
9.64,6380354.455,-5.1879,2491.0389,-0.0063,0.596,-0.0097
9.65,6380355.938,-5.1991,2493.2306,-0.0063,0.5957,-0.0097
9.66,6380357.42,-5.2104,2495.422,-0.0063,0.5953,-0.0097
9.67,6380358.901,-5.2217,2497.6129,-0.0063,0.595,-0.0097
9.68,6380360.38,-5.233,2499.8036,-0.0063,0.5947,-0.0097
9.69,6380361.858,-5.2443,2501.9938,-0.0063,0.5944,-0.0097
9.7,6380363.335,-5.2556,2504.1838,-0.0063,0.5941,-0.0097
9.71,6380364.811,-5.2669,2506.3733,-0.0064,0.5938,-0.0098
9.72,6380366.286,-5.2783,2508.5625,-0.0064,0.5935,-0.0098
9.73,6380367.759,-5.2896,2510.7514,-0.0064,0.5932,-0.0098
9.74,6380369.231,-5.301,2512.9399,-0.0064,0.5929,-0.0098
9.75,6380370.702,-5.3124,2515.1281,-0.0064,0.5926,-0.0098
9.76,6380372.172,-5.3238,2517.3159,-0.0064,0.5923,-0.0098
9.77,6380373.641,-5.3353,2519.5033,-0.0064,0.592,-0.0099
9.78,6380375.108,-5.3467,2521.6904,-0.0064,0.5916,-0.0099
9.79,6380376.574,-5.3582,2523.8772,-0.0064,0.5913,-0.0099
9.8,6380378.039,-5.3696,2526.0636,-0.0064,0.591,-0.0099
9.81,6380379.503,-5.3811,2528.2497,-0.0064,0.5907,-0.0099
9.82,6380380.965,-5.3926,2530.4354,-0.0064,0.5904,-0.0099
9.83,6380382.426,-5.4041,2532.6207,-0.0064,0.5901,-0.0099
9.84,6380383.886,-5.4156,2534.8057,-0.0065,0.5898,-0.0099
9.85,6380385.345,-5.4272,2536.9904,-0.0065,0.5895,-0.01
9.86,6380386.803,-5.4388,2539.1747,-0.0065,0.5892,-0.01
9.87,6380388.259,-5.4503,2541.3587,-0.0065,0.5889,-0.01
9.88,6380389.714,-5.4619,2543.5423,-0.0065,0.5885,-0.01
9.89,6380391.168,-5.4735,2545.7256,-0.0065,0.5882,-0.01
9.9,6380392.621,-5.4851,2547.9085,-0.0065,0.5879,-0.01
9.91,6380394.073,-5.4968,2550.0911,-0.0065,0.5876,-0.01
9.92,6380395.523,-5.5084,2552.2733,-0.0065,0.5873,-0.01
9.93,6380396.972,-5.5201,2554.4552,-0.0065,0.587,-0.0101
9.94,6380398.42,-5.5318,2556.6367,-0.0065,0.5867,-0.0101
9.95,6380399.867,-5.5435,2558.8179,-0.0065,0.5864,-0.0101
9.96,6380401.312,-5.5552,2560.9988,-0.0065,0.5861,-0.0101
9.97,6380402.757,-5.5669,2563.1793,-0.0065,0.5857,-0.0101
9.98,6380404.2,-5.5786,2565.3594,-0.0065,0.5854,-0.0101
9.99,6380405.642,-5.5904,2567.5392,-0.0065,0.5851,-0.0101
10,6380407.082,-5.6021,2569.7187,-0.0066,0.5848,-0.0101
10.01,6380408.522,-5.6139,2571.8978,-0.0066,0.5845,-0.0101
10.02,6380409.96,-5.6257,2574.0766,-0.0066,0.5842,-0.0102
10.03,6380411.397,-5.6375,2576.2551,-0.0066,0.5839,-0.0102
10.04,6380412.833,-5.6494,2578.4332,-0.0066,0.5836,-0.0102
10.05,6380414.268,-5.6612,2580.6109,-0.0066,0.5832,-0.0102
10.06,6380415.701,-5.6731,2582.7883,-0.0066,0.5829,-0.0102
10.07,6380417.133,-5.6849,2584.9654,-0.0066,0.5826,-0.0102
10.08,6380418.564,-5.6968,2587.1422,-0.0066,0.5823,-0.0102
10.09,6380419.994,-5.7087,2589.3185,-0.0066,0.582,-0.0102
10.1,6380421.423,-5.7206,2591.4946,-0.0066,0.5817,-0.0102
10.11,6380422.85,-5.7326,2593.6703,-0.0066,0.5814,-0.0103
10.12,6380424.277,-5.7445,2595.8457,-0.0066,0.5811,-0.0103
10.13,6380425.702,-5.7565,2598.0207,-0.0066,0.5807,-0.0103
10.14,6380427.126,-5.7684,2600.1954,-0.0066,0.5804,-0.0103
10.15,6380428.548,-5.7804,2602.3697,-0.0067,0.5801,-0.0103
10.16,6380429.97,-5.7924,2604.5437,-0.0067,0.5798,-0.0103
10.17,6380431.39,-5.8045,2606.7174,-0.0067,0.5795,-0.0103
10.18,6380432.809,-5.8165,2608.8907,-0.0067,0.5792,-0.0103
10.19,6380434.227,-5.8285,2611.0637,-0.0067,0.5789,-0.0104
10.2,6380435.643,-5.8406,2613.2364,-0.0067,0.5786,-0.0104
10.21,6380437.059,-5.8527,2615.4087,-0.0067,0.5782,-0.0104
10.22,6380438.473,-5.8648,2617.5807,-0.0067,0.5779,-0.0104
10.23,6380439.886,-5.8769,2619.7523,-0.0067,0.5776,-0.0104
10.24,6380441.298,-5.889,2621.9236,-0.0067,0.5773,-0.0104
10.25,6380442.708,-5.9012,2624.0946,-0.0067,0.577,-0.0104
10.26,6380444.118,-5.9133,2626.2652,-0.0067,0.5767,-0.0104
10.27,6380445.526,-5.9255,2628.4355,-0.0067,0.5764,-0.0105
10.28,6380446.933,-5.9377,2630.6055,-0.0067,0.576,-0.0105
10.29,6380448.339,-5.9499,2632.7751,-0.0068,0.5757,-0.0105
10.3,6380449.744,-5.9621,2634.9444,-0.0068,0.5754,-0.0105
10.31,6380451.147,-5.9743,2637.1134,-0.0068,0.5751,-0.0105
10.32,6380452.549,-5.9865,2639.282,-0.0068,0.5748,-0.0105
10.33,6380453.95,-5.9988,2641.4503,-0.0068,0.5745,-0.0106
10.34,6380455.35,-6.0111,2643.6182,-0.0068,0.5742,-0.0106
10.35,6380456.749,-6.0234,2645.7858,-0.0068,0.5738,-0.0106
10.36,6380458.146,-6.0357,2647.9531,-0.0068,0.5735,-0.0106
10.37,6380459.543,-6.048,2650.1201,-0.0068,0.5732,-0.0106
10.38,6380460.938,-6.0603,2652.2867,-0.0068,0.5729,-0.0106
10.39,6380462.332,-6.0727,2654.453,-0.0068,0.5726,-0.0106
10.4,6380463.724,-6.085,2656.6189,-0.0068,0.5723,-0.0107
10.41,6380465.116,-6.0974,2658.7845,-0.0069,0.5719,-0.0107
10.42,6380466.506,-6.1098,2660.9498,-0.0069,0.5716,-0.0107
10.43,6380467.895,-6.1222,2663.1148,-0.0069,0.5713,-0.0107
10.44,6380469.283,-6.1347,2665.2794,-0.0069,0.571,-0.0107
10.45,6380470.67,-6.1471,2667.4437,-0.0069,0.5707,-0.0107
10.46,6380472.056,-6.1595,2669.6077,-0.0069,0.5703,-0.0107
10.47,6380473.44,-6.172,2671.7713,-0.0069,0.57,-0.0108
10.48,6380474.823,-6.1845,2673.9346,-0.0069,0.5697,-0.0108
10.49,6380476.205,-6.197,2676.0976,-0.0069,0.5694,-0.0108
10.5,6380477.586,-6.2095,2678.2602,-0.0069,0.5691,-0.0108
10.51,6380478.965,-6.2221,2680.4225,-0.0069,0.5687,-0.0108
10.52,6380480.344,-6.2346,2682.5845,-0.0069,0.5684,-0.0108
10.53,6380481.721,-6.2472,2684.7462,-0.007,0.5681,-0.0109
10.54,6380483.097,-6.2597,2686.9075,-0.007,0.5678,-0.0109
10.55,6380484.472,-6.2723,2689.0685,-0.007,0.5674,-0.0109
10.56,6380485.846,-6.2849,2691.2292,-0.007,0.5671,-0.0109
10.57,6380487.218,-6.2976,2693.3895,-0.007,0.5668,-0.0109
10.58,6380488.589,-6.3102,2695.5495,-0.007,0.5665,-0.0109
10.59,6380489.959,-6.3229,2697.7092,-0.007,0.5662,-0.0109
10.6,6380491.328,-6.3355,2699.8686,-0.007,0.5658,-0.011
10.61,6380492.696,-6.3482,2702.0276,-0.007,0.5655,-0.011
10.62,6380494.063,-6.3609,2704.1863,-0.007,0.5652,-0.011
10.63,6380495.428,-6.3736,2706.3447,-0.007,0.5649,-0.011
10.64,6380496.792,-6.3864,2708.5027,-0.007,0.5645,-0.011
10.65,6380498.155,-6.3991,2710.6605,-0.007,0.5642,-0.011
10.66,6380499.517,-6.4119,2712.8179,-0.0071,0.5639,-0.011
10.67,6380500.878,-6.4246,2714.9749,-0.0071,0.5636,-0.0111
10.68,6380502.237,-6.4374,2717.1317,-0.0071,0.5632,-0.0111
10.69,6380503.595,-6.4502,2719.2881,-0.0071,0.5629,-0.0111
10.7,6380504.952,-6.4631,2721.4442,-0.0071,0.5626,-0.0111
10.71,6380506.308,-6.4759,2723.6,-0.0071,0.5623,-0.0111
10.72,6380507.663,-6.4888,2725.7555,-0.0071,0.5619,-0.0111
10.73,6380509.016,-6.5016,2727.9106,-0.0071,0.5616,-0.0111
10.74,6380510.369,-6.5145,2730.0654,-0.0071,0.5613,-0.0112
10.75,6380511.72,-6.5274,2732.2199,-0.0071,0.561,-0.0112
10.76,6380513.07,-6.5403,2734.3741,-0.0071,0.5606,-0.0112
10.77,6380514.419,-6.5533,2736.5279,-0.0071,0.5603,-0.0112
10.78,6380515.766,-6.5662,2738.6814,-0.0071,0.56,-0.0112
10.79,6380517.113,-6.5792,2740.8346,-0.0071,0.5597,-0.0112
10.8,6380518.458,-6.5921,2742.9875,-0.0072,0.5593,-0.0112
10.81,6380519.802,-6.6051,2745.14,-0.0072,0.559,-0.0113
10.82,6380521.145,-6.6181,2747.2923,-0.0072,0.5587,-0.0113
10.83,6380522.487,-6.6312,2749.4442,-0.0072,0.5584,-0.0113
10.84,6380523.827,-6.6442,2751.5958,-0.0072,0.558,-0.0113
10.85,6380525.166,-6.6573,2753.747,-0.0072,0.5577,-0.0113
10.86,6380526.505,-6.6703,2755.898,-0.0072,0.5574,-0.0113
10.87,6380527.842,-6.6834,2758.0486,-0.0072,0.5571,-0.0113
10.88,6380529.177,-6.6965,2760.1989,-0.0072,0.5567,-0.0113
10.89,6380530.512,-6.7096,2762.3489,-0.0072,0.5564,-0.0114
10.9,6380531.846,-6.7228,2764.4986,-0.0072,0.5561,-0.0114
10.91,6380533.178,-6.7359,2766.648,-0.0072,0.5557,-0.0114
10.92,6380534.509,-6.7491,2768.797,-0.0072,0.5554,-0.0114
10.93,6380535.839,-6.7622,2770.9457,-0.0072,0.5551,-0.0114
10.94,6380537.168,-6.7754,2773.0941,-0.0073,0.5548,-0.0114
10.95,6380538.495,-6.7886,2775.2422,-0.0073,0.5544,-0.0114
10.96,6380539.822,-6.8019,2777.39,-0.0073,0.5541,-0.0114
10.97,6380541.147,-6.8151,2779.5374,-0.0073,0.5538,-0.0115
10.98,6380542.471,-6.8284,2781.6845,-0.0073,0.5534,-0.0115
10.99,6380543.794,-6.8416,2783.8313,-0.0073,0.5531,-0.0115
11,6380545.115,-6.8549,2785.9778,-0.0073,0.5528,-0.0115
11.01,6380546.436,-6.8682,2788.124,-0.0073,0.5525,-0.0115
11.02,6380547.755,-6.8815,2790.2699,-0.0073,0.5521,-0.0115
11.03,6380549.074,-6.8949,2792.4154,-0.0073,0.5518,-0.0115
11.04,6380550.391,-6.9082,2794.5607,-0.0073,0.5515,-0.0116
11.05,6380551.706,-6.9216,2796.7056,-0.0073,0.5511,-0.0116
11.06,6380553.021,-6.935,2798.8502,-0.0073,0.5508,-0.0116
11.07,6380554.335,-6.9484,2800.9945,-0.0073,0.5505,-0.0116
11.08,6380555.647,-6.9618,2803.1385,-0.0074,0.5502,-0.0116
11.09,6380556.958,-6.9752,2805.2821,-0.0074,0.5498,-0.0116
11.1,6380558.268,-6.9887,2807.4255,-0.0074,0.5495,-0.0116
11.11,6380559.577,-7.0021,2809.5685,-0.0074,0.5492,-0.0117
11.12,6380560.885,-7.0156,2811.7112,-0.0074,0.5488,-0.0117
11.13,6380562.191,-7.0291,2813.8536,-0.0074,0.5485,-0.0117
11.14,6380563.496,-7.0426,2815.9957,-0.0074,0.5482,-0.0117
11.15,6380564.8,-7.0561,2818.1375,-0.0074,0.5478,-0.0117
11.16,6380566.103,-7.0696,2820.279,-0.0074,0.5475,-0.0117
11.17,6380567.405,-7.0832,2822.4201,-0.0074,0.5472,-0.0117
11.18,6380568.706,-7.0968,2824.561,-0.0074,0.5468,-0.0118
11.19,6380570.005,-7.1103,2826.7015,-0.0074,0.5465,-0.0118
11.2,6380571.304,-7.1239,2828.8417,-0.0074,0.5462,-0.0118
11.21,6380572.601,-7.1375,2830.9816,-0.0075,0.5459,-0.0118
11.22,6380573.897,-7.1512,2833.1212,-0.0075,0.5455,-0.0118
11.23,6380575.191,-7.1648,2835.2605,-0.0075,0.5452,-0.0118
11.24,6380576.485,-7.1785,2837.3995,-0.0075,0.5449,-0.0118
11.25,6380577.778,-7.1922,2839.5382,-0.0075,0.5445,-0.0119
11.26,6380579.069,-7.2059,2841.6765,-0.0075,0.5442,-0.0119
11.27,6380580.359,-7.2196,2843.8146,-0.0075,0.5439,-0.0119
11.28,6380581.648,-7.2333,2845.9523,-0.0075,0.5435,-0.0119
11.29,6380582.936,-7.247,2848.0897,-0.0075,0.5432,-0.0119
11.3,6380584.222,-7.2608,2850.2269,-0.0075,0.5428,-0.0119
11.31,6380585.508,-7.2746,2852.3637,-0.0075,0.5425,-0.012
11.32,6380586.792,-7.2883,2854.5002,-0.0075,0.5422,-0.012
11.33,6380588.075,-7.3021,2856.6364,-0.0075,0.5418,-0.012
11.34,6380589.357,-7.316,2858.7722,-0.0076,0.5415,-0.012
11.35,6380590.638,-7.3298,2860.9078,-0.0076,0.5412,-0.012
11.36,6380591.918,-7.3436,2863.0431,-0.0076,0.5408,-0.012
11.37,6380593.196,-7.3575,2865.1781,-0.0076,0.5405,-0.012
11.38,6380594.473,-7.3714,2867.3127,-0.0076,0.5402,-0.0121
11.39,6380595.75,-7.3853,2869.4471,-0.0076,0.5398,-0.0121
11.4,6380597.025,-7.3992,2871.5811,-0.0076,0.5395,-0.0121
11.41,6380598.298,-7.4131,2873.7148,-0.0076,0.5392,-0.0121
11.42,6380599.571,-7.4271,2875.8483,-0.0076,0.5388,-0.0121
11.43,6380600.843,-7.441,2877.9814,-0.0076,0.5385,-0.0121
11.44,6380602.113,-7.455,2880.1142,-0.0076,0.5381,-0.0122
11.45,6380603.382,-7.469,2882.2467,-0.0076,0.5378,-0.0122
11.46,6380604.65,-7.483,2884.3789,-0.0076,0.5375,-0.0122
11.47,6380605.917,-7.497,2886.5109,-0.0077,0.5371,-0.0122
11.48,6380607.183,-7.5111,2888.6425,-0.0077,0.5368,-0.0122
11.49,6380608.447,-7.5251,2890.7738,-0.0077,0.5365,-0.0122
11.5,6380609.711,-7.5392,2892.9047,-0.0077,0.5361,-0.0122
11.51,6380610.973,-7.5533,2895.0354,-0.0077,0.5358,-0.0123
11.52,6380612.234,-7.5674,2897.1658,-0.0077,0.5354,-0.0123
11.53,6380613.494,-7.5815,2899.2959,-0.0077,0.5351,-0.0123
11.54,6380614.753,-7.5957,2901.4257,-0.0077,0.5348,-0.0123
11.55,6380616.01,-7.6098,2903.5551,-0.0077,0.5344,-0.0123
11.56,6380617.267,-7.624,2905.6843,-0.0077,0.5341,-0.0123
11.57,6380618.522,-7.6382,2907.8132,-0.0077,0.5337,-0.0124
11.58,6380619.776,-7.6524,2909.9417,-0.0077,0.5334,-0.0124
11.59,6380621.029,-7.6666,2912.07,-0.0077,0.5331,-0.0124
11.6,6380622.281,-7.6808,2914.198,-0.0078,0.5327,-0.0124
11.61,6380623.531,-7.6951,2916.3256,-0.0078,0.5324,-0.0124
11.62,6380624.781,-7.7093,2918.453,-0.0078,0.532,-0.0124
11.63,6380626.029,-7.7236,2920.58,-0.0078,0.5317,-0.0124
11.64,6380627.276,-7.7379,2922.7068,-0.0078,0.5313,-0.0125
11.65,6380628.523,-7.7522,2924.8333,-0.0078,0.531,-0.0125
11.66,6380629.767,-7.7666,2926.9594,-0.0078,0.5307,-0.0125
11.67,6380631.011,-7.7809,2929.0853,-0.0078,0.5303,-0.0125
11.68,6380632.254,-7.7953,2931.2108,-0.0078,0.53,-0.0125
11.69,6380633.495,-7.8096,2933.3361,-0.0078,0.5296,-0.0125
11.7,6380634.735,-7.824,2935.461,-0.0078,0.5293,-0.0125
11.71,6380635.974,-7.8384,2937.5857,-0.0078,0.529,-0.0126
11.72,6380637.212,-7.8529,2939.71,-0.0078,0.5286,-0.0126
11.73,6380638.449,-7.8673,2941.8341,-0.0079,0.5283,-0.0126
11.74,6380639.685,-7.8818,2943.9578,-0.0079,0.5279,-0.0126
11.75,6380640.919,-7.8962,2946.0813,-0.0079,0.5276,-0.0126
11.76,6380642.153,-7.9107,2948.2044,-0.0079,0.5272,-0.0126
11.77,6380643.385,-7.9252,2950.3273,-0.0079,0.5269,-0.0126
11.78,6380644.616,-7.9398,2952.4499,-0.0079,0.5265,-0.0127
11.79,6380645.846,-7.9543,2954.5721,-0.0079,0.5262,-0.0127
11.8,6380647.074,-7.9689,2956.6941,-0.0079,0.5259,-0.0127
11.81,6380648.302,-7.9834,2958.8157,-0.0079,0.5255,-0.0127
11.82,6380649.528,-7.998,2960.9371,-0.0079,0.5252,-0.0127
11.83,6380650.754,-8.0126,2963.0582,-0.0079,0.5248,-0.0127
11.84,6380651.978,-8.0272,2965.1789,-0.0079,0.5245,-0.0127
11.85,6380653.201,-8.0419,2967.2994,-0.0079,0.5241,-0.0128
11.86,6380654.423,-8.0565,2969.4196,-0.0079,0.5238,-0.0128
11.87,6380655.643,-8.0712,2971.5395,-0.008,0.5234,-0.0128
11.88,6380656.863,-8.0859,2973.6591,-0.008,0.5231,-0.0128
11.89,6380658.081,-8.1006,2975.7784,-0.008,0.5227,-0.0128
11.9,6380659.298,-8.1153,2977.8974,-0.008,0.5224,-0.0128
11.91,6380660.515,-8.13,2980.0161,-0.008,0.5221,-0.0128
11.92,6380661.729,-8.1448,2982.1345,-0.008,0.5217,-0.0129
11.93,6380662.943,-8.1595,2984.2526,-0.008,0.5214,-0.0129
11.94,6380664.156,-8.1743,2986.3704,-0.008,0.521,-0.0129
11.95,6380665.367,-8.1891,2988.4879,-0.008,0.5207,-0.0129
11.96,6380666.578,-8.2039,2990.6051,-0.008,0.5203,-0.0129
11.97,6380667.787,-8.2188,2992.722,-0.008,0.52,-0.0129
11.98,6380668.995,-8.2336,2994.8387,-0.008,0.5196,-0.0129
11.99,6380670.202,-8.2485,2996.955,-0.008,0.5193,-0.013
12,6380671.408,-8.2634,2999.0711,-0.008,0.5189,-0.013
12.01,6380672.612,-8.2783,3001.1868,-0.008,0.5186,-0.013
12.02,6380673.816,-8.2932,3003.3023,-0.0081,0.5182,-0.013
12.03,6380675.018,-8.3081,3005.4174,-0.0081,0.5179,-0.013
12.04,6380676.219,-8.323,3007.5323,-0.0081,0.5175,-0.013
12.05,6380677.419,-8.338,3009.6469,-0.0081,0.5172,-0.013
12.06,6380678.618,-8.353,3011.7612,-0.0081,0.5168,-0.0131
12.07,6380679.816,-8.368,3013.8752,-0.0081,0.5165,-0.0131
12.08,6380681.012,-8.383,3015.9889,-0.0081,0.5161,-0.0131
12.09,6380682.208,-8.398,3018.1023,-0.0081,0.5158,-0.0131
12.1,6380683.402,-8.4131,3020.2154,-0.0081,0.5154,-0.0131
12.11,6380684.595,-8.4281,3022.3282,-0.0081,0.5151,-0.0131
12.12,6380685.787,-8.4432,3024.4408,-0.0081,0.5148,-0.0131
12.13,6380686.978,-8.4583,3026.553,-0.0081,0.5144,-0.0132
12.14,6380688.168,-8.4734,3028.6649,-0.0081,0.5141,-0.0132
12.15,6380689.356,-8.4885,3030.7766,-0.0082,0.5137,-0.0132
12.16,6380690.544,-8.5037,3032.888,-0.0082,0.5134,-0.0132
12.17,6380691.73,-8.5188,3034.9991,-0.0082,0.513,-0.0132
12.18,6380692.915,-8.534,3037.1098,-0.0082,0.5126,-0.0132
12.19,6380694.099,-8.5492,3039.2203,-0.0082,0.5123,-0.0132
12.2,6380695.282,-8.5644,3041.3305,-0.0082,0.5119,-0.0133
12.21,6380696.464,-8.5796,3043.4405,-0.0082,0.5116,-0.0133
12.22,6380697.644,-8.5949,3045.5501,-0.0082,0.5112,-0.0133
12.23,6380698.824,-8.6101,3047.6594,-0.0082,0.5109,-0.0133
12.24,6380700.002,-8.6254,3049.7685,-0.0082,0.5105,-0.0133
12.25,6380701.179,-8.6407,3051.8772,-0.0082,0.5102,-0.0133
12.26,6380702.355,-8.656,3053.9857,-0.0082,0.5098,-0.0134
12.27,6380703.53,-8.6713,3056.0939,-0.0082,0.5095,-0.0134
12.28,6380704.704,-8.6867,3058.2018,-0.0082,0.5091,-0.0134
12.29,6380705.877,-8.702,3060.3094,-0.0083,0.5088,-0.0134
12.3,6380707.048,-8.7174,3062.4167,-0.0083,0.5084,-0.0134
12.31,6380708.218,-8.7328,3064.5237,-0.0083,0.5081,-0.0134
12.32,6380709.388,-8.7482,3066.6305,-0.0083,0.5077,-0.0134
12.33,6380710.556,-8.7636,3068.7369,-0.0083,0.5074,-0.0135
12.34,6380711.723,-8.779,3070.8431,-0.0083,0.507,-0.0135
12.35,6380712.888,-8.7945,3072.949,-0.0083,0.5067,-0.0135
12.36,6380714.053,-8.81,3075.0546,-0.0083,0.5063,-0.0135
12.37,6380715.217,-8.8254,3077.1599,-0.0083,0.5059,-0.0135
12.38,6380716.379,-8.841,3079.2649,-0.0083,0.5056,-0.0135
12.39,6380717.54,-8.8565,3081.3696,-0.0083,0.5052,-0.0136
12.4,6380718.7,-8.872,3083.4741,-0.0083,0.5049,-0.0136
12.41,6380719.859,-8.8876,3085.5782,-0.0083,0.5045,-0.0136
12.42,6380721.017,-8.9031,3087.6821,-0.0084,0.5042,-0.0136
12.43,6380722.174,-8.9187,3089.7857,-0.0084,0.5038,-0.0136
12.44,6380723.329,-8.9343,3091.889,-0.0084,0.5035,-0.0136
12.45,6380724.484,-8.95,3093.992,-0.0084,0.5031,-0.0136
12.46,6380725.637,-8.9656,3096.0947,-0.0084,0.5027,-0.0137
12.47,6380726.789,-8.9812,3098.1972,-0.0084,0.5024,-0.0137
12.48,6380727.94,-8.9969,3100.2994,-0.0084,0.502,-0.0137
12.49,6380729.09,-9.0126,3102.4012,-0.0084,0.5017,-0.0137
12.5,6380730.239,-9.0283,3104.5028,-0.0084,0.5013,-0.0137
