     Time , Longitude, Geodetic Longitude, Latitude, XYZ (x) , XYZ (y) , XYZ (z) , Velocity (x) , Velocity (y) , Velocity (z) 
 [s] , rad, rad, rad, m, m, m, m/s, m/s, m/s
2.874e+004, 1.677, 5.864, -0.09531, -7.06e+005, 6.625e+006, -6.329e+005, -4741, -1113, -5984
2.88e+004, 1.721, 5.904, -0.1495, -9.885e+005, 6.543e+006, -9.901e+005, -4673, -1640, -5919
2.886e+004, 1.765, 5.944, -0.2034, -1.266e+006, 6.429e+006, -1.343e+006, -4583, -2159, -5826
2.892e+004, 1.811, 5.985, -0.2569, -1.538e+006, 6.284e+006, -1.689e+006, -4470, -2668, -5705
2.898e+004, 1.858, 6.028, -0.3099, -1.802e+006, 6.109e+006, -2.027e+006, -4336, -3164, -5557
2.904e+004, 1.906, 6.072, -0.3623, -2.058e+006, 5.904e+006, -2.355e+006, -4182, -3646, -5381
2.91e+004, 1.957, 6.118, -0.4139, -2.304e+006, 5.672e+006, -2.672e+006, -4006, -4111, -5180
2.916e+004, 2.009, 6.166, -0.4645, -2.538e+006, 5.411e+006, -2.976e+006, -3812, -4557, -4954
2.922e+004, 2.065, 6.217, -0.514, -2.761e+006, 5.125e+006, -3.266e+006, -3598, -4981, -4703
2.928e+004, 2.124, 6.272, -0.5621, -2.97e+006, 4.814e+006, -3.54e+006, -3368, -5381, -4430
2.934e+004, 2.186, 0.04628, -0.6085, -3.164e+006, 4.48e+006, -3.797e+006, -3120, -5756, -4135
2.94e+004, 2.252, 0.1082, -0.653, -3.344e+006, 4.124e+006, -4.036e+006, -2858, -6103, -3820
2.946e+004, 2.323, 0.1747, -0.6953, -3.507e+006, 3.748e+006, -4.255e+006, -2581, -6421, -3486
2.952e+004, 2.399, 0.2462, -0.7349, -3.653e+006, 3.354e+006, -4.454e+006, -2292, -6708, -3135
2.958e+004, 2.48, 0.3232, -0.7714, -3.782e+006, 2.944e+006, -4.631e+006, -1991, -6963, -2768
2.964e+004, 2.567, 0.4058, -0.8044, -3.892e+006, 2.519e+006, -4.786e+006, -1680, -7184, -2389
2.97e+004, 2.66, 0.4941, -0.8334, -3.983e+006, 2.082e+006, -4.917e+006, -1361, -7370, -1997
2.976e+004, 2.758, 0.5881, -0.8579, -4.055e+006, 1.635e+006, -5.025e+006, -1036, -7521, -1595
2.982e+004, 2.862, 0.6872, -0.8773, -4.108e+006, 1.181e+006, -5.108e+006, -705, -7635, -1186
2.988e+004, 2.969, 0.7905, -0.8912, -4.14e+006, 7.2e+005, -5.167e+006, -370.7, -7712, -770.6
2.994e+004, 3.08, 0.8968, -0.8993, -4.152e+006, 2.558e+005, -5.201e+006, -34.59, -7752, -351.6
3e+004, 3.192, 1.004, -0.9013, -4.144e+006, -2.095e+005, -5.209e+006, 301.7, -7754, 69.19
3.006e+004, 3.304, 1.112, -0.8972, -4.116e+006, -6.738e+005, -5.193e+006, 636.5, -7718, 489.6
3.012e+004, 3.414, 1.217, -0.8872, -4.068e+006, -1.135e+006, -5.151e+006, 968.2, -7645, 907.6
3.018e+004, 3.52, 1.319, -0.8714, -4e+006, -1.59e+006, -5.084e+006, 1295, -7534, 1321
3.024e+004, 3.622, 1.417, -0.8502, -3.912e+006, -2.038e+006, -4.992e+006, 1616, -7387, 1728
3.03e+004, 3.718, 1.509, -0.8242, -3.806e+006, -2.476e+006, -4.877e+006, 1928, -7204, 2126
3.036e+004, 3.809, 1.595, -0.7939, -3.681e+006, -2.902e+006, -4.737e+006, 2231, -6987, 2514
3.042e+004, 3.894, 1.676, -0.7596, -3.538e+006, -3.314e+006, -4.575e+006, 2523, -6735, 2890
3.048e+004, 3.974, 1.751, -0.722, -3.379e+006, -3.71e+006, -4.391e+006, 2803, -6451, 3251
3.054e+004, 4.048, 1.821, -0.6815, -3.202e+006, -4.087e+006, -4.185e+006, 3068, -6137, 3596
3.06e+004, 4.117, 1.886, -0.6385, -3.011e+006, -4.445e+006, -3.96e+006, 3319, -5792, 3924
3.066e+004, 4.182, 1.946, -0.5933, -2.804e+006, -4.782e+006, -3.715e+006, 3554, -5420, 4232
3.072e+004, 4.243, 2.003, -0.5463, -2.585e+006, -5.095e+006, -3.452e+006, 3771, -5023, 4520
3.078e+004, 4.3, 2.056, -0.4978, -2.352e+006, -5.384e+006, -3.173e+006, 3969, -4601, 4786
3.084e+004, 4.355, 2.106, -0.448, -2.109e+006, -5.647e+006, -2.878e+006, 4149, -4157, 5029
3.09e+004, 4.407, 2.154, -0.397, -1.855e+006, -5.883e+006, -2.57e+006, 4308, -3694, 5247
3.096e+004, 4.457, 2.199, -0.3452, -1.592e+006, -6.09e+006, -2.249e+006, 4446, -3214, 5439
3.102e+004, 4.505, 2.243, -0.2926, -1.322e+006, -6.268e+006, -1.918e+006, 4563, -2719, 5606
3.108e+004, 4.551, 2.285, -0.2395, -1.045e+006, -6.416e+006, -1.577e+006, 4658, -2211, 5745
3.114e+004, 4.596, 2.325, -0.1858, -7.634e+005, -6.533e+006, -1.229e+006, 4730, -1694, 5857
3.12e+004, 4.64, 2.365, -0.1319, -4.78e+005, -6.619e+006, -8.747e+005, 4779, -1168, 5941
3.126e+004, 4.684, 2.404, -0.0777, -1.903e+005, -6.673e+006, -5.165e+005, 4806, -637.7, 5996
3.132e+004, 4.727, 2.443, -0.0234, 9.825e+004, -6.696e+006, -1.557e+005, 4810, -104.7, 6023
3.138e+004, 4.77, 2.482, 0.03091, 3.864e+005, -6.686e+006, 2.057e+005, 4790, 428.2, 6021
3.144e+004, 4.813, 2.521, 0.08512, 6.727e+005, -6.644e+006, 5.662e+005, 4748, 958.7, 5990
3.15e+004, 4.857, 2.56, 0.1391, 9.557e+005, -6.571e+006, 9.24e+005, 4684, 1484, 5931
3.156e+004, 4.901, 2.6, 0.1929, 1.234e+006, -6.466e+006, 1.277e+006, 4597, 2002, 5844
3.162e+004, 4.946, 2.64, 0.2462, 1.507e+006, -6.331e+006, 1.625e+006, 4488, 2510, 5729
3.168e+004, 4.992, 2.682, 0.2989, 1.772e+006, -6.165e+006, 1.964e+006, 4358, 3006, 5587
3.174e+004, 5.04, 2.726, 0.351, 2.029e+006, -5.971e+006, 2.295e+006, 4207, 3487, 5419
3.18e+004, 5.09, 2.771, 0.4024, 2.277e+006, -5.747e+006, 2.614e+006, 4036, 3951, 5225
3.186e+004, 5.141, 2.818, 0.4527, 2.513e+006, -5.497e+006, 2.921e+006, 3847, 4396, 5007
3.192e+004, 5.195, 2.868, 0.5019, 2.738e+006, -5.22e+006, 3.215e+006, 3639, 4820, 4765
3.198e+004, 5.253, 2.921, 0.5498, 2.95e+006, -4.919e+006, 3.493e+006, 3414, 5221, 4500
3.204e+004, 5.313, 2.977, 0.5961, 3.147e+006, -4.594e+006, 3.754e+006, 3173, 5597, 4214
3.21e+004, 5.377, 3.037, 0.6405, 3.33e+006, -4.248e+006, 3.998e+006, 2917, 5947, 3909
3.216e+004, 5.446, 3.101, 0.6829, 3.497e+006, -3.881e+006, 4.223e+006, 2647, 6268, 3585
3.222e+004, 5.519, 3.169, 0.7227, 3.648e+006, -3.496e+006, 4.428e+006, 2365, 6559, 3244
3.228e+004, 5.597, 3.243, 0.7597, 3.781e+006, -3.095e+006, 4.612e+006, 2072, 6820, 2889
3.234e+004, 5.681, 3.323, 0.7934, 3.896e+006, -2.678e+006, 4.774e+006, 1769, 7047, 2519
3.24e+004, 5.77, 3.407, 0.8234, 3.993e+006, -2.25e+006, 4.914e+006, 1457, 7242, 2138
3.246e+004, 5.865, 3.498, 0.8491, 4.071e+006, -1.81e+006, 5.03e+006, 1139, 7402, 1746
3.252e+004, 5.965, 3.593, 0.8702, 4.129e+006, -1.362e+006, 5.123e+006, 815.4, 7527, 1347
3.258e+004, 6.069, 3.693, 0.8861, 4.169e+006, -9.075e+005, 5.192e+006, 488, 7617, 941
3.264e+004, 6.176, 3.796, 0.8965, 4.188e+006, -4.487e+005, 5.236e+006, 158.2, 7670, 530.7
3.27e+004, 0.00291, 3.902, 0.9011, 4.188e+006, 1.218e+004, 5.256e+006, -172.3, 7688, 117.9
3.276e+004, 0.113, 4.007, 0.8999, 4.167e+006, 4.731e+005, 5.25e+006, -502, 7669, -295.4
3.282e+004, 0.222, 4.112, 0.8927, 4.127e+006, 9.317e+005, 5.22e+006, -829.3, 7613, -707.4
3.288e+004, 0.3284, 4.214, 0.88, 4.068e+006, 1.386e+006, 5.165e+006, -1153, 7522, -1116
3.294e+004, 0.4308, 4.312, 0.8618, 3.989e+006, 1.834e+006, 5.086e+006, -1471, 7395, -1520
3.3e+004, 0.5286, 4.405, 0.8387, 3.891e+006, 2.273e+006, 4.983e+006, -1782, 7232, -1916
3.306e+004, 0.621, 4.493, 0.8111, 3.775e+006, 2.701e+006, 4.857e+006, -2085, 7036, -2303
3.312e+004, 0.7078, 4.576, 0.7795, 3.642e+006, 3.116e+006, 4.707e+006, -2378, 6806, -2680
3.318e+004, 0.7892, 4.653, 0.7444, 3.49e+006, 3.517e+006, 4.535e+006, -2659, 6544, -3044
3.324e+004, 0.8653, 4.725, 0.7061, 3.323e+006, 3.901e+006, 4.342e+006, -2929, 6251, -3394
3.33e+004, 0.9365, 4.791, 0.6651, 3.139e+006, 4.266e+006, 4.128e+006, -3184, 5928, -3728
3.336e+004, 1.003, 4.854, 0.6218, 2.941e+006, 4.612e+006, 3.895e+006, -3424, 5577, -4044
3.342e+004, 1.066, 4.912, 0.5765, 2.729e+006, 4.935e+006, 3.643e+006, -3649, 5200, -4341
3.348e+004, 1.125, 4.967, 0.5295, 2.503e+006, 5.235e+006, 3.375e+006, -3856, 4797, -4618
3.354e+004, 1.181, 5.018, 0.481, 2.266e+006, 5.51e+006, 3.09e+006, -4045, 4372, -4873
3.36e+004, 1.234, 5.067, 0.4312, 2.018e+006, 5.759e+006, 2.79e+006, -4214, 3925, -5106
3.366e+004, 1.284, 5.113, 0.3804, 1.761e+006, 5.981e+006, 2.477e+006, -4364, 3460, -5314
3.372e+004, 1.333, 5.157, 0.3287, 1.495e+006, 6.174e+006, 2.153e+006, -4493, 2978, -5497
3.378e+004, 1.38, 5.2, 0.2763, 1.222e+006, 6.338e+006, 1.818e+006, -4601, 2481, -5654
3.384e+004, 1.426, 5.242, 0.2232, 9.434e+005, 6.472e+006, 1.475e+006, -4687, 1972, -5785
3.39e+004, 1.471, 5.282, 0.1697, 6.601e+005, 6.574e+006, 1.125e+006, -4751, 1453, -5888
3.396e+004, 1.515, 5.321, 0.1158, 3.737e+005, 6.646e+006, 7.691e+005, -4792, 927.5, -5963
3.402e+004, 1.558, 5.36, 0.0616, 8.555e+004, 6.686e+006, 4.097e+005, -4810, 396.7, -6010
3.408e+004, 1.601, 5.399, 0.007285, -2.03e+005, 6.693e+006, 4.847e+004, -4806, -136.5, -6028
3.414e+004, 1.644, 5.438, -0.04707, -4.907e+005, 6.669e+006, -3.13e+005, -4778, -669.6, -6017
3.42e+004, 1.688, 5.477, -0.1014, -7.759e+005, 6.613e+006, -6.73e+005, -4727, -1200, -5978
3.426e+004, 1.731, 5.516, -0.1555, -1.058e+006, 6.525e+006, -1.03e+006, -4654, -1725, -5910
3.432e+004, 1.776, 5.557, -0.2094, -1.334e+006, 6.406e+006, -1.382e+006, -4558, -2242, -5814
3.438e+004, 1.822, 5.598, -0.2629, -1.604e+006, 6.257e+006, -1.727e+006, -4441, -2750, -5690
3.444e+004, 1.869, 5.641, -0.3158, -1.866e+006, 6.077e+006, -2.064e+006, -4302, -3244, -5538
3.45e+004, 1.917, 5.685, -0.3681, -2.12e+006, 5.868e+006, -2.391e+006, -4142, -3723, -5360
3.456e+004, 1.968, 5.731, -0.4196, -2.363e+006, 5.63e+006, -2.707e+006, -3962, -4185, -5156
3.462e+004, 2.021, 5.78, -0.4701, -2.595e+006, 5.366e+006, -3.009e+006, -3762, -4627, -4927
3.468e+004, 2.077, 5.831, -0.5194, -2.814e+006, 5.075e+006, -3.297e+006, -3545, -5048, -4674
3.474e+004, 2.136, 5.886, -0.5674, -3.02e+006, 4.76e+006, -3.57e+006, -3309, -5444, -4398
3.48e+004, 2.199, 5.944, -0.6136, -3.211e+006, 4.423e+006, -3.825e+006, -3058, -5814, -4101
3.486e+004, 2.266, 6.007, -0.6579, -3.387e+006, 4.063e+006, -4.061e+006, -2792, -6157, -3783
3.492e+004, 2.337, 6.074, -0.6999, -3.546e+006, 3.684e+006, -4.278e+006, -2512, -6470, -3447
3.498e+004, 2.413, 6.146, -0.7391, -3.688e+006, 3.288e+006, -4.475e+006, -2220, -6751, -3095
3.504e+004, 2.495, 6.223, -0.7753, -3.812e+006, 2.875e+006, -4.649e+006, -1916, -7001, -2727
3.51e+004, 2.583, 0.02351, -0.8079, -3.917e+006, 2.448e+006, -4.802e+006, -1603, -7216, -2345
3.516e+004, 2.676, 0.1125, -0.8364, -4.004e+006, 2.01e+006, -4.931e+006, -1283, -7397, -1952
3.522e+004, 2.775, 0.2071, -0.8603, -4.071e+006, 1.561e+006, -5.036e+006, -955.5, -7541, -1550
3.528e+004, 2.879, 0.3067, -0.8791, -4.119e+006, 1.105e+006, -5.116e+006, -623.7, -7649, -1140
3.534e+004, 2.987, 0.4104, -0.8924, -4.146e+006, 6.441e+005, -5.172e+006, -288.7, -7720, -724
3.54e+004, 3.098, 0.5169, -0.8998, -4.153e+006, 1.797e+005, -5.203e+006, 47.74, -7754, -304.7
3.546e+004, 3.21, 0.6247, -0.9011, -4.14e+006, -2.855e+005, -5.209e+006, 383.9, -7749, 116.1
3.552e+004, 3.322, 0.7319, -0.8964, -4.107e+006, -7.494e+005, -5.189e+006, 718.2, -7707, 536.4
3.558e+004, 3.432, 0.837, -0.8857, -4.054e+006, -1.21e+006, -5.145e+006, 1049, -7628, 953.9
3.564e+004, 3.537, 0.9386, -0.8693, -3.981e+006, -1.664e+006, -5.075e+006, 1375, -7512, 1367
3.57e+004, 3.639, 1.035, -0.8476, -3.889e+006, -2.11e+006, -4.981e+006, 1693, -7359, 1773
3.576e+004, 3.735, 1.127, -0.821, -3.778e+006, -2.546e+006, -4.862e+006, 2004, -7170, 2170
3.582e+004, 3.825, 1.213, -0.7902, -3.649e+006, -2.97e+006, -4.72e+006, 2304, -6947, 2557
3.588e+004, 3.909, 1.293, -0.7556, -3.502e+006, -3.379e+006, -4.556e+006, 2593, -6690, 2931
3.594e+004, 3.988, 1.367, -0.7176, -3.338e+006, -3.772e+006, -4.369e+006, 2870, -6401, 3290
3.6e+004, 4.062, 1.436, -0.6768, -3.158e+006, -4.147e+006, -4.161e+006, 3132, -6082, 3634
3.606e+004, 4.13, 1.501, -0.6336, -2.963e+006, -4.501e+006, -3.933e+006, 3379, -5733, 3959
3.612e+004, 4.195, 1.561, -0.5882, -2.753e+006, -4.834e+006, -3.687e+006, 3609, -5356, 4265
3.618e+004, 4.255, 1.617, -0.541, -2.53e+006, -5.144e+006, -3.422e+006, 3822, -4955, 4551
3.624e+004, 4.312, 1.67, -0.4923, -2.295e+006, -5.428e+006, -3.141e+006, 4016, -4529, 4814
3.63e+004, 4.367, 1.72, -0.4424, -2.048e+006, -5.687e+006, -2.845e+006, 4191, -4083, 5054
3.636e+004, 4.418, 1.767, -0.3913, -1.792e+006, -5.918e+006, -2.535e+006, 4345, -3617, 5269
3.642e+004, 4.468, 1.812, -0.3394, -1.527e+006, -6.12e+006, -2.213e+006, 4478, -3134, 5459
3.648e+004, 4.516, 1.855, -0.2868, -1.255e+006, -6.294e+006, -1.88e+006, 4590, -2637, 5622
3.654e+004, 4.562, 1.897, -0.2335, -9.77e+005, -6.437e+006, -1.539e+006, 4679, -2127, 5759
3.66e+004, 4.607, 1.938, -0.1799, -6.942e+005, -6.549e+006, -1.19e+006, 4746, -1608, 5868
3.666e+004, 4.651, 1.978, -0.1259, -4.08e+005, -6.63e+006, -8.353e+005, 4790, -1082, 5948
3.672e+004, 4.694, 2.017, -0.0717, -1.199e+005, -6.679e+006, -4.767e+005, 4811, -551.1, 6000
3.678e+004, 4.738, 2.056, -0.0174, 1.688e+005, -6.696e+006, -1.158e+005, 4809, -18.05, 6024
3.684e+004, 4.781, 2.094, 0.03689, 4.567e+005, -6.681e+006, 2.456e+005, 4784, 514.6, 6019
3.69e+004, 4.824, 2.133, 0.09109, 7.424e+005, -6.634e+006, 6.059e+005, 4736, 1044, 5985
3.696e+004, 4.867, 2.172, 0.1451, 1.025e+006, -6.556e+006, 9.632e+005, 4666, 1568, 5923
3.702e+004, 4.912, 2.212, 0.1987, 1.302e+006, -6.446e+006, 1.316e+006, 4574, 2085, 5833
3.708e+004, 4.957, 2.253, 0.252, 1.573e+006, -6.306e+006, 1.663e+006, 4459, 2591, 5715
3.714e+004, 5.003, 2.295, 0.3047, 1.837e+006, -6.135e+006, 2.001e+006, 4324, 3084, 5570
3.72e+004, 5.051, 2.338, 0.3567, 2.091e+006, -5.936e+006, 2.33e+006, 4169, 3563, 5399
3.726e+004, 5.101, 2.384, 0.4079, 2.336e+006, -5.708e+006, 2.649e+006, 3993, 4024, 5202
3.732e+004, 5.153, 2.431, 0.4582, 2.57e+006, -5.453e+006, 2.954e+006, 3799, 4466, 4981
3.738e+004, 5.207, 2.482, 0.5072, 2.792e+006, -5.173e+006, 3.246e+006, 3587, 4886, 4736
3.744e+004, 5.265, 2.535, 0.5549, 3e+006, -4.867e+006, 3.522e+006, 3358, 5283, 4470
3.75e+004, 5.326, 2.591, 0.601, 3.195e+006, -4.539e+006, 3.782e+006, 3113, 5655, 4182
3.756e+004, 5.39, 2.651, 0.6453, 3.374e+006, -4.189e+006, 4.024e+006, 2853, 6000, 3874
3.762e+004, 5.459, 2.716, 0.6874, 3.537e+006, -3.82e+006, 4.246e+006, 2580, 6316, 3548
3.768e+004, 5.533, 2.785, 0.7269, 3.683e+006, -3.432e+006, 4.449e+006, 2295, 6602, 3206
3.774e+004, 5.612, 2.86, 0.7636, 3.812e+006, -3.028e+006, 4.631e+006, 1999, 6858, 2849
3.78e+004, 5.696, 2.94, 0.7969, 3.923e+006, -2.61e+006, 4.791e+006, 1694, 7080, 2478
3.786e+004, 5.786, 3.025, 0.8264, 4.015e+006, -2.179e+006, 4.928e+006, 1381, 7269, 2095
3.792e+004, 5.881, 3.116, 0.8516, 4.088e+006, -1.738e+006, 5.042e+006, 1061, 7424, 1703
3.798e+004, 5.982, 3.212, 0.8721, 4.142e+006, -1.289e+006, 5.132e+006, 736.2, 7543, 1303
3.804e+004, 6.086, 3.312, 0.8875, 4.177e+006, -8.337e+005, 5.198e+006, 408, 7627, 896.4
3.81e+004, 6.194, 3.416, 0.8972, 4.191e+006, -3.745e+005, 5.24e+006, 77.79, 7675, 485.7
3.816e+004, 0.02067, 3.521, 0.9012, 4.186e+006, 8.652e+004, 5.256e+006, -252.8, 7686, 72.79
3.822e+004, 0.1307, 3.627, 0.8994, 4.161e+006, 5.471e+005, 5.248e+006, -582.1, 7661, -340.5
3.828e+004, 0.2395, 3.731, 0.8916, 4.116e+006, 1.005e+006, 5.215e+006, -908.8, 7600, -752.2
3.834e+004, 0.3455, 3.833, 0.8782, 4.052e+006, 1.458e+006, 5.158e+006, -1231, 7502, -1160
3.84e+004, 0.4475, 3.93, 0.8596, 3.969e+006, 1.905e+006, 5.076e+006, -1548, 7370, -1563
3.846e+004, 0.5446, 4.023, 0.8359, 3.866e+006, 2.342e+006, 4.971e+006, -1857, 7202, -1959
3.852e+004, 0.6364, 4.111, 0.8079, 3.746e+006, 2.768e+006, 4.841e+006, -2158, 7000, -2345
3.858e+004, 0.7227, 4.193, 0.7759, 3.608e+006, 3.181e+006, 4.689e+006, -2448, 6765, -2720
3.864e+004, 0.8035, 4.269, 0.7403, 3.452e+006, 3.579e+006, 4.515e+006, -2727, 6498, -3083
3.87e+004, 0.879, 4.34, 0.7018, 3.281e+006, 3.961e+006, 4.32e+006, -2993, 6200, -3431
3.876e+004, 0.9497, 4.406, 0.6605, 3.093e+006, 4.323e+006, 4.104e+006, -3245, 5873, -3763
3.882e+004, 1.016, 4.468, 0.617, 2.892e+006, 4.665e+006, 3.869e+006, -3482, 5517, -4077
3.888e+004, 1.078, 4.526, 0.5715, 2.676e+006, 4.984e+006, 3.615e+006, -3702, 5136, -4373
3.894e+004, 1.137, 4.58, 0.5243, 2.448e+006, 5.281e+006, 3.344e+006, -3905, 4729, -4647
3.9e+004, 1.192, 4.632, 0.4756, 2.208e+006, 5.552e+006, 3.058e+006, -4089, 4300, -4900
3.906e+004, 1.245, 4.68, 0.4258, 1.957e+006, 5.796e+006, 2.757e+006, -4254, 3851, -5130
3.912e+004, 1.296, 4.726, 0.3748, 1.698e+006, 6.013e+006, 2.443e+006, -4399, 3383, -5335
3.918e+004, 1.344, 4.77, 0.323, 1.43e+006, 6.202e+006, 2.117e+006, -4523, 2898, -5516
3.924e+004, 1.391, 4.813, 0.2705, 1.155e+006, 6.361e+006, 1.781e+006, -4626, 2399, -5670
3.93e+004, 1.437, 4.854, 0.2174, 8.753e+005, 6.489e+006, 1.437e+006, -4706, 1889, -5797
3.936e+004, 1.481, 4.894, 0.1638, 5.911e+005, 6.587e+006, 1.086e+006, -4765, 1369, -5897
3.942e+004, 1.525, 4.934, 0.1099, 3.04e+005, 6.654e+006, 7.301e+005, -4800, 842.2, -5969
3.948e+004, 1.568, 4.973, 0.05569, 1.55e+004, 6.688e+006, 3.705e+005, -4813, 310.9, -6013
3.954e+004, 1.612, 5.011, 0.001364, -2.731e+005, 6.691e+006, 9078, -4803, -222.4, -6028
3.96e+004, 1.655, 5.05, -0.05299, -5.604e+005, 6.662e+006, -3.523e+005, -4769, -755.1, -6015
3.966e+004, 1.698, 5.089, -0.1073, -8.45e+005, 6.6e+006, -7.121e+005, -4713, -1285, -5972
3.972e+004, 1.742, 5.129, -0.1614, -1.126e+006, 6.507e+006, -1.068e+006, -4635, -1809, -5901
3.978e+004, 1.787, 5.169, -0.2152, -1.401e+006, 6.383e+006, -1.42e+006, -4533, -2325, -5802
3.984e+004, 1.833, 5.211, -0.2687, -1.669e+006, 6.229e+006, -1.764e+006, -4411, -2830, -5675
3.99e+004, 1.88, 5.253, -0.3216, -1.93e+006, 6.044e+006, -2.1e+006, -4266, -3322, -5520
3.996e+004, 1.929, 5.298, -0.3738, -2.181e+006, 5.83e+006, -2.426e+006, -4101, -3798, -5339
4.002e+004, 1.98, 5.345, -0.4252, -2.421e+006, 5.589e+006, -2.74e+006, -3916, -4257, -5132
4.008e+004, 2.033, 5.393, -0.4756, -2.65e+006, 5.32e+006, -3.041e+006, -3712, -4696, -4900
4.014e+004, 2.089, 5.445, -0.5247, -2.866e+006, 5.026e+006, -3.328e+006, -3490, -5112, -4645
4.02e+004, 2.149, 5.5, -0.5725, -3.069e+006, 4.707e+006, -3.598e+006, -3251, -5504, -4366
4.026e+004, 2.212, 5.559, -0.6185, -3.256e+006, 4.366e+006, -3.851e+006, -2996, -5870, -4067
4.032e+004, 2.279, 5.622, -0.6626, -3.428e+006, 4.003e+006, -4.086e+006, -2726, -6208, -3748
4.038e+004, 2.351, 5.69, -0.7043, -3.583e+006, 3.621e+006, -4.301e+006, -2443, -6516, -3410
4.044e+004, 2.428, 5.762, -0.7432, -3.721e+006, 3.222e+006, -4.495e+006, -2148, -6793, -3055
4.05e+004, 2.51, 5.84, -0.7791, -3.841e+006, 2.807e+006, -4.667e+006, -1842, -7037, -2686
4.056e+004, 2.599, 5.924, -0.8112, -3.942e+006, 2.378e+006, -4.817e+006, -1527, -7246, -2303
4.062e+004, 2.693, 6.014, -0.8392, -4.024e+006, 1.938e+006, -4.943e+006, -1204, -7421, -1909
4.068e+004, 2.792, 6.109, -0.8626, -4.086e+006, 1.488e+006, -5.046e+006, -876, -7560, -1506
4.074e+004, 2.897, 6.209, -0.8808, -4.129e+006, 1.031e+006, -5.124e+006, -543.1, -7662, -1095
4.08e+004, 3.005, 0.03006, -0.8935, -4.151e+006, 5.696e+005, -5.177e+006, -207.5, -7727, -678.5
4.086e+004, 3.116, 0.1368, -0.9002, -4.154e+006, 1.049e+005, -5.205e+006, 129.1, -7754, -258.9
4.092e+004, 3.228, 0.2445, -0.9009, -4.136e+006, -3.602e+005, -5.208e+006, 465.1, -7744, 161.9
4.098e+004, 3.34, 0.3516, -0.8955, -4.098e+006, -8.236e+005, -5.186e+006, 798.9, -7696, 581.9
4.104e+004, 3.449, 0.4564, -0.8841, -4.04e+006, -1.283e+006, -5.138e+006, 1129, -7611, 999
4.11e+004, 3.555, 0.5575, -0.8671, -3.963e+006, -1.736e+006, -5.066e+006, 1453, -7488, 1411
4.116e+004, 3.655, 0.6538, -0.8449, -3.866e+006, -2.181e+006, -4.969e+006, 1770, -7330, 1816
4.122e+004, 3.75, 0.7447, -0.8179, -3.75e+006, -2.615e+006, -4.848e+006, 2078, -7136, 2212
4.128e+004, 3.84, 0.8298, -0.7866, -3.617e+006, -3.036e+006, -4.704e+006, 2376, -6907, 2598
4.134e+004, 3.924, 0.9092, -0.7516, -3.465e+006, -3.443e+006, -4.537e+006, 2662, -6645, 2970
4.14e+004, 4.002, 0.983, -0.7133, -3.297e+006, -3.833e+006, -4.348e+006, 2936, -6351, 3328
4.146e+004, 4.075, 1.052, -0.6722, -3.113e+006, -4.205e+006, -4.138e+006, 3194, -6027, 3670
4.152e+004, 4.143, 1.116, -0.6287, -2.914e+006, -4.556e+006, -3.908e+006, 3438, -5673, 3993
4.158e+004, 4.207, 1.175, -0.5831, -2.701e+006, -4.885e+006, -3.659e+006, 3664, -5293, 4297
4.164e+004, 4.267, 1.231, -0.5358, -2.475e+006, -5.19e+006, -3.392e+006, 3872, -4887, 4580
4.17e+004, 4.324, 1.283, -0.487, -2.237e+006, -5.471e+006, -3.11e+006, 4062, -4459, 4841
4.176e+004, 4.378, 1.333, -0.4369, -1.988e+006, -5.725e+006, -2.812e+006, 4231, -4009, 5078
4.182e+004, 4.43, 1.38, -0.3857, -1.73e+006, -5.952e+006, -2.501e+006, 4381, -3540, 5291
4.188e+004, 4.479, 1.425, -0.3337, -1.463e+006, -6.15e+006, -2.178e+006, 4509, -3055, 5478
4.194e+004, 4.526, 1.468, -0.281, -1.189e+006, -6.318e+006, -1.844e+006, 4615, -2556, 5638
4.2e+004, 4.572, 1.51, -0.2278, -9.095e+005, -6.456e+006, -1.502e+006, 4699, -2045, 5772
4.206e+004, 4.617, 1.55, -0.1741, -6.256e+005, -6.563e+006, -1.152e+006, 4760, -1524, 5877
4.212e+004, 4.661, 1.59, -0.1201, -3.387e+005, -6.639e+006, -7.969e+005, 4799, -997.2, 5955
4.218e+004, 4.705, 1.629, -0.06586, -5.022e+004, -6.683e+006, -4.379e+005, 4814, -465.9, 6004
4.224e+004, 4.748, 1.668, -0.01156, 2.385e+005, -6.695e+006, -7.694e+004, 4807, 67.07, 6025
4.23e+004, 4.791, 1.706, 0.04273, 5.261e+005, -6.675e+006, 2.844e+005, 4776, 599.3, 6016
4.236e+004, 4.834, 1.745, 0.0969, 8.112e+005, -6.623e+006, 6.444e+005, 4723, 1128, 5979
4.242e+004, 4.878, 1.785, 0.1509, 1.092e+006, -6.539e+006, 1.001e+006, 4647, 1651, 5914
4.248e+004, 4.922, 1.825, 0.2045, 1.368e+006, -6.425e+006, 1.354e+006, 4550, 2166, 5821
4.254e+004, 4.968, 1.865, 0.2577, 1.638e+006, -6.28e+006, 1.699e+006, 4430, 2670, 5700
4.26e+004, 5.014, 1.908, 0.3103, 1.9e+006, -6.105e+006, 2.037e+006, 4290, 3161, 5553
4.266e+004, 5.062, 1.951, 0.3622, 2.152e+006, -5.901e+006, 2.365e+006, 4130, 3637, 5379
4.272e+004, 5.112, 1.997, 0.4133, 2.395e+006, -5.669e+006, 2.682e+006, 3950, 4095, 5179
